# E(eV)          SpinUpDos SpinDownDos
-16.099421687491989985  0.000000000000000000 0.000000000000000000
-16.089421687575040210  0.000000000000000000 0.000000000000000000
-16.079421687658090434  0.000000000000000000 0.000000000000000000
-16.069421687741137106  0.000000000000000000 0.000000000000000000
-16.059421687824187330  0.000000000000000000 0.000000000000000000
-16.049421687907234002  0.000000000000000000 0.000000000000000000
-16.039421687990284227  0.000000000000000000 0.000000000000000000
-16.029421688073334451  0.000000000000000000 0.000000000000000000
-16.019421688156381123  0.000000000000000000 0.000000000000000000
-16.009421688239431347  0.000000000000000000 0.000000000000000000
-15.999421688322479795  0.000000000000000000 0.000000000000000000
-15.989421688405530020  0.000000000000000000 0.000000000000000000
-15.979421688488578468  0.000000000000000000 0.000000000000000000
-15.969421688571626916  0.000000000000000000 0.000000000000000000
-15.959421688654675364  0.000000000000000000 0.000000000000000000
-15.949421688737736247  0.000000000000000000 0.000000000000000000
-15.939421688820786471  0.000000000000000000 0.000000000000000000
-15.929421688903834919  0.000000000000000000 0.000000000000000000
-15.919421688986883368  0.000000000000000000 0.000000000000000000
-15.909421689069933592  0.000000000000000000 0.000000000000000000
-15.899421689152982040  0.000000000000000000 0.000000000000000000
-15.889421689236030488  0.000000000000000000 0.000000000000000000
-15.879421689319078936  0.000000000000000000 0.000000000000000000
-15.869421689402129161  0.000000000000000000 0.000000000000000000
-15.859421689485177609  0.000000000000000000 0.000000000000000000
-15.849421689568226057  0.000000000000000000 0.000000000000000000
-15.839421689651276282  0.000000000000000000 0.000000000000000000
-15.829421689734324730  0.000000000000000000 0.000000000000000000
-15.819421689817373178  0.000000000000000000 0.000000000000000000
-15.809421689900421626  0.000000000000000000 0.000000000000000000
-15.799421689983471850  0.000000000000000000 0.000000000000000000
-15.789421690066520299  0.000000000000000000 0.000000000000000000
-15.779421690149568747  0.000000000000000000 0.000000000000000000
-15.769421690232617195  0.000000000000000000 0.000000000000000000
-15.759421690315667419  0.000000000000000000 0.000000000000000000
-15.749421690398715867  0.000000000000000000 0.000000000000000000
-15.739421690481764315  0.000000000000000000 0.000000000000000000
-15.729421690564814540  0.000000000000000000 0.000000000000000000
-15.719421690647862988  0.000000000000000000 0.000000000000000000
-15.709421690730911436  0.000000000000000000 0.000000000000000000
-15.699421690813959884  0.000000000000000000 0.000000000000000000
-15.689421690897010109  0.000000000000000000 0.000000000000000000
-15.679421690980058557  0.000000000000000000 0.000000000000000000
-15.669421691063107005  0.000000000000000000 0.000000000000000000
-15.659421691146157229  0.000000000000000000 0.000000000000000000
-15.649421691229205678  0.000000000000000000 0.000000000000000000
-15.639421691312254126  0.000000000000000000 0.000000000000000000
-15.629421691395302574  0.000000000000000000 0.000000000000000000
-15.619421691478352798  0.000000000000000000 0.000000000000000000
-15.609421691561401246  0.000000000000000000 0.000000000000000000
-15.599421691644449695  0.000000000000000000 0.000000000000000000
-15.589421691727499919  0.000000000000000000 0.000000000000000000
-15.579421691810548367  0.000000000000000000 0.000000000000000000
-15.569421691893596815  0.000000000000000000 0.000000000000000000
-15.559421691976645263  0.000000000000000000 0.000000000000000000
-15.549421692059695488  0.000000000000000000 0.000000000000000000
-15.539421692142743936  0.000000000000000000 0.000000000000000000
-15.529421692225792384  0.000000000000000000 0.000000000000000000
-15.519421692308840832  0.000000000000000000 0.000000000000000000
-15.509421692391891057  0.000000000000000000 0.000000000000000000
-15.499421692474939505  0.000000000000000000 0.000000000000000000
-15.489421692557987953  0.000000000000000000 0.000000000000000000
-15.479421692641038177  0.000000000000000000 0.000000000000000000
-15.469421692724086626  0.000000000000000000 0.000000000000000000
-15.459421692807135074  0.000000000000000000 0.000000000000000000
-15.449421692890183522  0.000000000000000000 0.000000000000000000
-15.439421692973233746  0.000000000000000000 0.000000000000000000
-15.429421693056282194  0.000000000000000000 0.000000000000000000
-15.419421693139330642  0.000000000000000000 0.000000000000000000
-15.409421693222380867  0.000000000000000000 0.000000000000000000
-15.399421693305429315  0.000000000000000000 0.000000000000000000
-15.389421693388477763  0.000000000000000000 0.000000000000000000
-15.379421693471526211  0.000000000000000000 0.000000000000000000
-15.369421693554576436  0.000000000000000000 0.000000000000000000
-15.359421693637624884  0.000000000000000000 0.000000000000000000
-15.349421693720673332  0.000000000000000000 0.000000000000000000
-15.339421693803723556  0.000000000000000000 0.000000000000000000
-15.329421693886772005  0.000000000000000000 0.000000000000000000
-15.319421693969820453  0.000000000000000000 0.000000000000000000
-15.309421694052868901  0.000000000000000000 0.000000000000000000
-15.299421694135919125  0.000000000000000000 0.000000000000000000
-15.289421694218967573  0.000000000000000000 0.000000000000000000
-15.279421694302016022  0.000000000000000000 0.000000000000000000
-15.269421694385064470  0.000000000000000000 0.000000000000000000
-15.259421694468114694  0.000000000000000000 0.000000000000000000
-15.249421694551163142  0.000000000000000000 0.000000000000000000
-15.239421694634211590  0.000000000000000000 0.000000000000000000
-15.229421694717261815  0.000000000000000000 0.000000000000000000
-15.219421694800310263  0.000000000000000000 0.000000000000000000
-15.209421694883358711  0.000000000000000000 0.000000000000000000
-15.199421694966407159  0.000000000000000000 0.000000000000000000
-15.189421695049457384  0.000000000000000000 0.000000000000000000
-15.179421695132505832  0.000000000000000000 0.000000000000000000
-15.169421695215554280  0.000000000000000000 0.000000000000000000
-15.159421695298604504  0.000000000000000000 0.000000000000000000
-15.149421695381652953  0.000000000000000000 0.000000000000000000
-15.139421695464701401  0.000000000000000000 0.000000000000000000
-15.129421695547749849  0.000000000000000000 0.000000000000000000
-15.119421695630800073  0.000000000000000000 0.000000000000000000
-15.109421695713848521  0.000000000000000000 0.000000000000000000
-15.099421695796896969  0.000000000000000000 0.000000000000000000
-15.089421695879945418  0.000000000000000000 0.000000000000000000
-15.079421695962995642  0.000000000000000000 0.000000000000000000
-15.069421696046044090  0.000000000000000000 0.000000000000000000
-15.059421696129092538  0.000000000000000000 0.000000000000000000
-15.049421696212142763  0.000000000000000000 0.000000000000000000
-15.039421696295191211  0.000000000000000000 0.000000000000000000
-15.029421696378239659  0.000000000000000000 0.000000000000000000
-15.019421696461288107  0.000000000000000000 0.000000000000000000
-15.009421696544338332  0.000000000000000000 0.000000000000000000
-14.999421696627386780  0.000000000000000000 0.000000000000000000
-14.989421696710435228  0.000000000000000000 0.000000000000000000
-14.979421696793485452  0.000000000000000000 0.000000000000000000
-14.969421696876533900  0.000000000000000000 0.000000000000000000
-14.959421696959582349  0.000000000000000000 0.000000000000000000
-14.949421697042630797  0.000000000000000000 0.000000000000000000
-14.939421697125681021  0.000000000000000000 0.000000000000000000
-14.929421697208729469  0.000000000000000000 0.000000000000000000
-14.919421697291777917  0.000000000000000000 0.000000000000000000
-14.909421697374828142  0.000000000000000000 0.000000000000000000
-14.899421697457876590  0.000000000000000000 0.000000000000000000
-14.889421697540937473  0.000000000000000000 0.000000000000000000
-14.879421697623985921  0.000000000000000000 0.000000000000000000
-14.869421697707034369  0.000000000000000000 0.000000000000000000
-14.859421697790084593  0.000000000000000000 0.000000000000000000
-14.849421697873133041  0.000000000000000000 0.000000000000000000
-14.839421697956181490  0.000000000000000000 0.000000000000000000
-14.829421698039231714  0.000000000000000000 0.000000000000000000
-14.819421698122280162  0.000000000000000000 0.000000000000000000
-14.809421698205328610  0.000000000000000000 0.000000000000000000
-14.799421698288377058  0.000000000000000000 0.000000000000000000
-14.789421698371427283  0.000000000000000000 0.000000000000000000
-14.779421698454475731  0.000000000000000000 0.000000000000000000
-14.769421698537524179  0.000000000000000000 0.000000000000000000
-14.759421698620574404  0.000000000000000000 0.000000000000000000
-14.749421698703622852  0.000000000000000000 0.000000000000000000
-14.739421698786671300  0.000000000000000000 0.000000000000000000
-14.729421698869719748  0.000000000000000000 0.000000000000000000
-14.719421698952769972  0.000000000000000000 0.000000000000000000
-14.709421699035818420  0.000000000000000000 0.000000000000000000
-14.699421699118866869  0.000000000000000000 0.000000000000000000
-14.689421699201915317  0.000000000000000000 0.000000000000000000
-14.679421699284965541  0.000000000000000000 0.000000000000000000
-14.669421699368013989  0.000000000000000000 0.000000000000000000
-14.659421699451062437  0.000000000000000000 0.000000000000000000
-14.649421699534112662  0.000000000000000000 0.000000000000000000
-14.639421699617161110  0.000000000000000000 0.000000000000000000
-14.629421699700209558  0.000000000000000000 0.000000000000000000
-14.619421699783258006  0.000000000000000000 0.000000000000000000
-14.609421699866308231  0.000000000000000000 0.000000000000000000
-14.599421699949356679  0.000000000000000000 0.000000000000000000
-14.589421700032405127  0.000000000000000000 0.000000000000000000
-14.579421700115455351  0.000000000000000000 0.000000000000000000
-14.569421700198503800  0.000000000000000000 0.000000000000000000
-14.559421700281552248  0.000000000000000000 0.000000000000000000
-14.549421700364600696  0.000000000000000000 0.000000000000000000
-14.539421700447650920  0.000000000000000000 0.000000000000000000
-14.529421700530699368  0.000000000000000000 0.000000000000000000
-14.519421700613747817  0.000000000000000000 0.000000000000000000
-14.509421700696798041  0.000000000000000000 0.000000000000000000
-14.499421700779846489  0.000000000000000000 0.000000000000000000
-14.489421700862894937  0.000000000000000000 0.000000000000000000
-14.479421700945943385  0.000000000000000000 0.000000000000000000
-14.469421701028993610  0.000000000000000000 0.000000000000000000
-14.459421701112042058  0.000000000000000000 0.000000000000000000
-14.449421701195090506  0.000000000000000000 0.000000000000000000
-14.439421701278138954  0.000000000000000000 0.000000000000000000
-14.429421701361189179  0.000000000000000000 0.000000000000000000
-14.419421701444237627  0.000000000000000000 0.000000000000000000
-14.409421701527286075  0.000000000000000000 0.000000000000000000
-14.399421701610336299  0.000000000000000000 0.000000000000000000
-14.389421701693384748  0.000000000000000000 0.000000000000000000
-14.379421701776433196  0.000000000000000000 0.000000000000000000
-14.369421701859481644  0.000000000000000000 0.000000000000000000
-14.359421701942531868  0.000000000000000000 0.000000000000000000
-14.349421702025580316  0.000000000000000000 0.000000000000000000
-14.339421702108628764  0.000000000000000000 0.000000000000000000
-14.329421702191678989  0.000000000000000000 0.000000000000000000
-14.319421702274727437  0.000000000000000000 0.000000000000000000
-14.309421702357775885  0.000000000000000000 0.000000000000000000
-14.299421702440824333  0.000000000000000000 0.000000000000000000
-14.289421702523874558  0.000000000000000000 0.000000000000000000
-14.279421702606923006  0.000000000000000000 0.000000000000000000
-14.269421702689971454  0.000000000000000000 0.000000000000000000
-14.259421702773021678  0.000000000000000000 0.000000000000000000
-14.249421702856070127  0.000000000000000000 0.000000000000000000
-14.239421702939118575  0.000000000000000000 0.000000000000000000
-14.229421703022167023  0.000000000000000000 0.000000000000000000
-14.219421703105217247  0.000000000000000000 0.000000000000000000
-14.209421703188265695  0.000000000000000000 0.000000000000000000
-14.199421703271314144  0.000000000000000000 0.000000000000000000
-14.189421703354362592  0.000000000000000000 0.000000000000000000
-14.179421703437412816  0.000000000000000000 0.000000000000000000
-14.169421703520461264  0.000000000000000000 0.000000000000000000
-14.159421703603509712  0.000000000000000000 0.000000000000000000
-14.149421703686559937  0.000000000000000000 0.000000000000000000
-14.139421703769608385  0.000000000000000000 0.000000000000000000
-14.129421703852656833  0.000000000000000000 0.000000000000000000
-14.119421703935705281  0.000000000000000000 0.000000000000000000
-14.109421704018755506  0.000000000000000000 0.000000000000000000
-14.099421704101803954  0.000000000000000000 0.000000000000000000
-14.089421704184852402  0.000000000000000000 0.000000000000000000
-14.079421704267902626  0.000000000000000000 0.000000000000000000
-14.069421704350951075  0.000000000000000000 0.000000000000000000
-14.059421704433999523  0.000000000000000000 0.000000000000000000
-14.049421704517047971  0.000000000000000000 0.000000000000000000
-14.039421704600098195  0.000000000000000000 0.000000000000000000
-14.029421704683146643  0.000000000000000000 0.000000000000000000
-14.019421704766195091  0.000000000000000000 0.000000000000000000
-14.009421704849245316  0.000000000000000000 0.000000000000000000
-13.999421704932293764  0.000000000000000000 0.000000000000000000
-13.989421705015342212  0.000000000000000000 0.000000000000000000
-13.979421705098390660  0.000000000000000000 0.000000000000000000
-13.969421705181440885  0.000000000000000000 0.000000000000000000
-13.959421705264489333  0.000000000000000000 0.000000000000000000
-13.949421705347537781  0.000000000000000000 0.000000000000000000
-13.939421705430586229  0.000000000000000000 0.000000000000000000
-13.929421705513636454  0.000000000000000000 0.000000000000000000
-13.919421705596684902  0.000000000000000000 0.000000000000000000
-13.909421705679733350  0.000000000000000000 0.000000000000000000
-13.899421705762783574  0.000000000000000000 0.000000000000000000
-13.889421705845832022  0.000000000000000000 0.000000000000000000
-13.879421705928880471  0.000000000000000000 0.000000000000000000
-13.869421706011928919  0.000000000000000000 0.000000000000000000
-13.859421706094979143  0.000000000000000000 0.000000000000000000
-13.849421706178027591  0.000000000000000000 0.000000000000000000
-13.839421706261076039  0.000000000000000000 0.000000000000000000
-13.829421706344126264  0.000000000000000000 0.000000000000000000
-13.819421706427187146  0.000000000000000000 0.000000000000000000
-13.809421706510235595  0.000000000000000000 0.000000000000000000
-13.799421706593284043  0.000000000000000000 0.000000000000000000
-13.789421706676332491  0.000000000000000000 0.000000000000000000
-13.779421706759382715  0.000000000000000000 0.000000000000000000
-13.769421706842431163  0.000000000000000000 0.000000000000000000
-13.759421706925479612  0.000000000000000000 0.000000000000000000
-13.749421707008529836  0.000000000000000000 0.000000000000000000
-13.739421707091578284  0.000000000000000000 0.000000000000000000
-13.729421707174626732  0.000000000000000000 0.000000000000000000
-13.719421707257675180  0.000000000000000000 0.000000000000000000
-13.709421707340725405  0.000000000000000000 0.000000000000000000
-13.699421707423773853  0.000000000000000000 0.000000000000000000
-13.689421707506822301  0.000000000000000000 0.000000000000000000
-13.679421707589872526  0.000000000000000000 0.000000000000000000
-13.669421707672920974  0.000000000000000000 0.000000000000000000
-13.659421707755969422  0.000000000000000000 0.000000000000000000
-13.649421707839017870  0.000000000000000000 0.000000000000000000
-13.639421707922068094  0.000000000000000000 0.000000000000000000
-13.629421708005116542  0.000000000000000000 0.000000000000000000
-13.619421708088164991  0.000000000000000000 0.000000000000000000
-13.609421708171213439  0.000000000000000000 0.000000000000000000
-13.599421708254263663  0.000000000000000000 0.000000000000000000
-13.589421708337312111  0.000000000000000000 0.000000000000000000
-13.579421708420360559  0.000000000000000000 0.000000000000000000
-13.569421708503410784  0.000000000000000000 0.000000000000000000
-13.559421708586459232  0.000000000000000000 0.000000000000000000
-13.549421708669507680  0.000000000000000000 0.000000000000000000
-13.539421708752556128  0.000000000000000000 0.000000000000000000
-13.529421708835606353  0.000000000000000000 0.000000000000000000
-13.519421708918654801  0.000000000000000000 0.000000000000000000
-13.509421709001703249  0.000000000000000000 0.000000000000000000
-13.499421709084753473  0.000000000000000000 0.000000000000000000
-13.489421709167801922  0.000000000000000000 0.000000000000000000
-13.479421709250850370  0.000000000000000000 0.000000000000000000
-13.469421709333898818  0.000000000000000000 0.000000000000000000
-13.459421709416949042  0.000000000000000000 0.000000000000000000
-13.449421709499997490  0.000000000000000000 0.000000000000000000
-13.439421709583045939  0.000000000000000000 0.000000000000000000
-13.429421709666096163  0.000000000000000000 0.000000000000000000
-13.419421709749144611  0.000000000000000000 0.000000000000000000
-13.409421709832193059  0.000000000000000000 0.000000000000000000
-13.399421709915241507  0.000000000000000000 0.000000000000000000
-13.389421709998291732  0.000000000000000000 0.000000000000000000
-13.379421710081340180  0.000000000000000000 0.000000000000000000
-13.369421710164388628  0.000000000000000000 0.000000000000000000
-13.359421710247437076  0.000000000000000000 0.000000000000000000
-13.349421710330487301  0.000000000000000000 0.000000000000000000
-13.339421710413535749  0.000000000000000000 0.000000000000000000
-13.329421710496584197  0.000000000000000000 0.000000000000000000
-13.319421710579634421  0.000000000000000000 0.000000000000000000
-13.309421710662682869  0.000000000000000000 0.000000000000000000
-13.299421710745731318  0.000000000000000000 0.000000000000000000
-13.289421710828779766  0.000000000000000000 0.000000000000000000
-13.279421710911829990  0.000000000000000000 0.000000000000000000
-13.269421710994878438  0.000000000000000000 0.000000000000000000
-13.259421711077926886  0.000000000000000000 0.000000000000000000
-13.249421711160977111  0.000000000000000000 0.000000000000000000
-13.239421711244025559  0.000000000000000000 0.000000000000000000
-13.229421711327074007  0.000000000000000000 0.000000000000000000
-13.219421711410122455  0.000000000000000000 0.000000000000000000
-13.209421711493172680  0.000000000000000000 0.000000000000000000
-13.199421711576221128  0.000000000000000000 0.000000000000000000
-13.189421711659269576  0.000000000000000000 0.000000000000000000
-13.179421711742319800  0.000000000000000000 0.000000000000000000
-13.169421711825368249  0.000000000000000000 0.000000000000000000
-13.159421711908416697  0.000000000000000000 0.000000000000000000
-13.149421711991465145  0.000000000000000000 0.000000000000000000
-13.139421712074515369  0.000000000000000000 0.000000000000000000
-13.129421712157563817  0.000000000000000000 0.000000000000000000
-13.119421712240612266  0.000000000000000000 0.000000000000000000
-13.109421712323660714  0.000000000000000000 0.000000000000000000
-13.099421712406710938  0.000000000000000000 0.000000000000000000
-13.089421712489759386  0.000000000000000000 0.000000000000000000
-13.079421712572807834  0.000000000000000000 0.000000000000000000
-13.069421712655858059  0.000000000000000000 0.000000000000000000
-13.059421712738906507  0.000000000000000000 0.000000000000000000
-13.049421712821954955  0.000000000000000000 0.000000000000000000
-13.039421712905003403  0.000000000000000000 0.000000000000000000
-13.029421712988053628  0.000000000000000000 0.000000000000000000
-13.019421713071102076  0.000000000000000000 0.000000000000000000
-13.009421713154150524  0.000000000000000000 0.000000000000000000
-12.999421713237200748  0.000000000000000000 0.000000000000000000
-12.989421713320249196  0.000000000000000000 0.000000000000000000
-12.979421713403297645  0.000000000000000000 0.000000000000000000
-12.969421713486346093  0.000000000000000000 0.000000000000000000
-12.959421713569396317  0.000000000000000000 0.000000000000000000
-12.949421713652444765  0.000000000000000000 0.000000000000000000
-12.939421713735493213  0.000000000000000000 0.000000000000000000
-12.929421713818543438  0.000000000000000000 0.000000000000000000
-12.919421713901591886  0.000000000000000000 0.000000000000000000
-12.909421713984640334  0.000000000000000000 0.000000000000000000
-12.899421714067688782  0.000000000000000000 0.000000000000000000
-12.889421714150739007  0.000000000000000000 0.000000000000000000
-12.879421714233787455  0.000000000000000000 0.000000000000000000
-12.869421714316835903  0.000000000000000000 0.000000000000000000
-12.859421714399884351  0.000000000000000000 0.000000000000000000
-12.849421714482934576  0.000000000000000000 0.000000000000000000
-12.839421714565983024  0.000000000000000000 0.000000000000000000
-12.829421714649031472  0.000000000000000000 0.000000000000000000
-12.819421714732081696  0.000000000000000000 0.000000000000000000
-12.809421714815130144  0.000000000000000000 0.000000000000000000
-12.799421714898178593  0.000000000000000000 0.000000000000000000
-12.789421714981227041  0.000000000000000000 0.000000000000000000
-12.779421715064277265  0.000000000000000000 0.000000000000000000
-12.769421715147325713  0.000000000000000000 0.000000000000000000
-12.759421715230386596  0.000000000000000000 0.000000000000000000
-12.749421715313435044  0.000000000000000000 0.000000000000000000
-12.739421715396485268  0.000000000000000000 0.000000000000000000
-12.729421715479533717  0.000000000000000000 0.000000000000000000
-12.719421715562582165  0.000000000000000000 0.000000000000000000
-12.709421715645630613  0.000000000000000000 0.000000000000000000
-12.699421715728680837  0.000000000000000000 0.000000000000000000
-12.689421715811729285  0.000000000000000000 0.000000000000000000
-12.679421715894777734  0.000000000000000000 0.000000000000000000
-12.669421715977827958  0.000000000000000000 0.000000000000000000
-12.659421716060876406  0.000000000000000000 0.000000000000000000
-12.649421716143924854  0.000000000000000000 0.000000000000000000
-12.639421716226973302  0.000000000000000000 0.000000000000000000
-12.629421716310023527  0.000000000000000000 0.000000000000000000
-12.619421716393071975  0.000000000000000000 0.000000000000000000
-12.609421716476120423  0.000000000000000000 0.000000000000000000
-12.599421716559170648  0.000000000000000000 0.000000000000000000
-12.589421716642219096  0.000000000000000000 0.000000000000000000
-12.579421716725267544  0.000000000000000000 0.000000000000000000
-12.569421716808315992  0.000000000000000000 0.000000000000000000
-12.559421716891366216  0.000000000000000000 0.000000000000000000
-12.549421716974414664  0.000000000000000000 0.000000000000000000
-12.539421717057463113  0.000000000000000000 0.000000000000000000
-12.529421717140511561  0.000000000000000000 0.000000000000000000
-12.519421717223561785  0.000000000000000000 0.000000000000000000
-12.509421717306610233  0.000000000000000000 0.000000000000000000
-12.499421717389658681  0.000000000000000000 0.000000000000000000
-12.489421717472708906  0.000000000000000000 0.000000000000000000
-12.479421717555757354  0.000000000000000000 0.000000000000000000
-12.469421717638805802  0.000000000000000000 0.000000000000000000
-12.459421717721854250  0.000000000000000000 0.000000000000000000
-12.449421717804904475  0.000000000000000000 0.000000000000000000
-12.439421717887952923  0.000000000000000000 0.000000000000000000
-12.429421717971001371  0.000000000000000000 0.000000000000000000
-12.419421718054051595  0.000000000000000000 0.000000000000000000
-12.409421718137100044  0.000000000000000000 0.000000000000000000
-12.399421718220148492  0.000000000000000000 0.000000000000000000
-12.389421718303196940  0.000000000000000000 0.000000000000000000
-12.379421718386247164  0.000000000000000000 0.000000000000000000
-12.369421718469295612  0.000000000000000000 0.000000000000000000
-12.359421718552344061  0.000000000000000000 0.000000000000000000
-12.349421718635394285  0.000000000000000000 0.000000000000000000
-12.339421718718442733  0.000000000000000000 0.000000000000000000
-12.329421718801491181  0.000000000000000000 0.000000000000000000
-12.319421718884539629  0.000000000000000000 0.000000000000000000
-12.309421718967589854  0.000000000000000000 0.000000000000000000
-12.299421719050638302  0.000000000000000000 0.000000000000000000
-12.289421719133686750  0.000000000000000000 0.000000000000000000
-12.279421719216735198  0.000000000000000000 0.000000000000000000
-12.269421719299785423  0.000000000000000000 0.000000000000000000
-12.259421719382833871  0.000000000000000000 0.000000000000000000
-12.249421719465882319  0.000000000000000000 0.000000000000000000
-12.239421719548932543  0.000000000000000000 0.000000000000000000
-12.229421719631980991  0.000000000000000000 0.000000000000000000
-12.219421719715029440  0.000000000000000000 0.000000000000000000
-12.209421719798077888  0.000000000000000000 0.000000000000000000
-12.199421719881128112  0.000000000000000000 0.000000000000000000
-12.189421719964176560  0.000000000000000000 0.000000000000000000
-12.179421720047225008  0.000000000000000000 0.000000000000000000
-12.169421720130275233  0.000000000000000000 0.000000000000000000
-12.159421720213323681  0.000000000000000000 0.000000000000000000
-12.149421720296372129  0.000000000000000000 0.000000000000000000
-12.139421720379420577  0.000000000000000000 0.000000000000000000
-12.129421720462470802  0.000000000000000000 0.000000000000000000
-12.119421720545519250  0.000000000000000000 0.000000000000000000
-12.109421720628567698  0.000000000000000000 0.000000000000000000
-12.099421720711617922  0.000000000000000000 0.000000000000000000
-12.089421720794666371  0.000000000000000000 0.000000000000000000
-12.079421720877714819  0.000000000000000000 0.000000000000000000
-12.069421720960763267  0.000000000000000000 0.000000000000000000
-12.059421721043813491  0.000000000000000000 0.000000000000000000
-12.049421721126861939  0.000000000000000000 0.000000000000000000
-12.039421721209910388  0.000000000000000000 0.000000000000000000
-12.029421721292958836  0.000000000000000000 0.000000000000000000
-12.019421721376009060  0.000000000000000000 0.000000000000000000
-12.009421721459057508  0.000000000000000000 0.000000000000000000
-11.999421721542105956  0.000000000000000000 0.000000000000000000
-11.989421721625156181  0.000000000000000000 0.000000000000000000
-11.979421721708204629  0.000000000000000000 0.000000000000000000
-11.969421721791253077  0.000000000000000000 0.000000000000000000
-11.959421721874301525  0.000000000000000000 0.000000000000000000
-11.949421721957351750  0.000000000000000000 0.000000000000000000
-11.939421722040400198  0.000000000000000000 0.000000000000000000
-11.929421722123448646  0.000000000000000000 0.000000000000000000
-11.919421722206498870  0.000000000000000000 0.000000000000000000
-11.909421722289547318  0.000000000000000000 0.000000000000000000
-11.899421722372595767  0.000000000000000000 0.000000000000000000
-11.889421722455644215  0.000000000000000000 0.000000000000000000
-11.879421722538694439  0.000000000000000000 0.000000000000000000
-11.869421722621742887  0.000000000000000000 0.000000000000000000
-11.859421722704791335  0.000000000000000000 0.000000000000000000
-11.849421722787841560  0.000000000000000000 0.000000000000000000
-11.839421722870890008  0.000000000000000000 0.000000000000000000
-11.829421722953938456  0.000000000000000000 0.000000000000000000
-11.819421723036986904  0.000000000000000000 0.000000000000000000
-11.809421723120037129  0.000000000000000000 0.000000000000000000
-11.799421723203085577  0.000000000000000000 0.000000000000000000
-11.789421723286134025  0.000000000000000000 0.000000000000000000
-11.779421723369182473  0.000000000000000000 0.000000000000000000
-11.769421723452232698  0.000000000000000000 0.000000000000000000
-11.759421723535281146  0.000000000000000000 0.000000000000000000
-11.749421723618329594  0.000000000000000000 0.000000000000000000
-11.739421723701379818  0.000000000000000000 0.000000000000000000
-11.729421723784428266  0.000000000000000000 0.000000000000000000
-11.719421723867476715  0.000000000000000000 0.000000000000000000
-11.709421723950525163  0.000000000000000000 0.000000000000000000
-11.699421724033587822  0.000000000000000000 0.000000000000000000
-11.689421724116636270  0.000000000000000000 0.000000000000000000
-11.679421724199684718  0.000000000000000000 0.000000000000000000
-11.669421724282733166  0.000000000000000000 0.000000000000000000
-11.659421724365783390  0.000000000000000000 0.000000000000000000
-11.649421724448831839  0.000000000000000000 0.000000000000000000
-11.639421724531880287  0.000000000000000000 0.000000000000000000
-11.629421724614928735  0.000000000000000000 0.000000000000000000
-11.619421724697978959  0.000000000000000000 0.000000000000000000
-11.609421724781027407  0.000000000000000000 0.000000000000000000
-11.599421724864075856  0.000000000000000000 0.000000000000000000
-11.589421724947126080  0.000000000000000000 0.000000000000000000
-11.579421725030174528  0.000000000000000000 0.000000000000000000
-11.569421725113222976  0.000000000000000000 0.000000000000000000
-11.559421725196271424  0.000000000000000000 0.000000000000000000
-11.549421725279321649  0.000000000000000000 0.000000000000000000
-11.539421725362370097  0.000000000000000000 0.000000000000000000
-11.529421725445418545  0.000000000000000000 0.000000000000000000
-11.519421725528468770  0.000000000000000000 0.000000000000000000
-11.509421725611517218  0.000000000000000000 0.000000000000000000
-11.499421725694565666  0.000000000000000000 0.000000000000000000
-11.489421725777614114  0.000000000000000000 0.000000000000000000
-11.479421725860664338  0.000000000000000000 0.000000000000000000
-11.469421725943712786  0.000000000000000000 0.000000000000000000
-11.459421726026761235  0.000000000000000000 0.000000000000000000
-11.449421726109809683  0.000000000000000000 0.000000000000000000
-11.439421726192859907  0.000000000000000000 0.000000000000000000
-11.429421726275908355  0.000000000000000000 0.000000000000000000
-11.419421726358956803  0.000000000000000000 0.000000000000000000
-11.409421726442007028  0.000000000000000000 0.000000000000000000
-11.399421726525055476  0.000000000000000000 0.000000000000000000
-11.389421726608103924  0.000000000000000000 0.000000000000000000
-11.379421726691152372  0.000000000000000000 0.000000000000000000
-11.369421726774202597  0.000000000000000000 0.000000000000000000
-11.359421726857251045  0.000000000000000000 0.000000000000000000
-11.349421726940299493  0.000000000000000000 0.000000000000000000
-11.339421727023349717  0.000000000000000000 0.000000000000000000
-11.329421727106398166  0.000000000000000000 0.000000000000000000
-11.319421727189446614  0.000000000000000000 0.000000000000000000
-11.309421727272495062  0.000000000000000000 0.000000000000000000
-11.299421727355545286  0.000000000000000000 0.000000000000000000
-11.289421727438593734  0.000000000000000000 0.000000000000000000
-11.279421727521642183  0.000000000000000000 0.000000000000000000
-11.269421727604692407  0.000000000000000000 0.000000000000000000
-11.259421727687740855  0.000000000000000000 0.000000000000000000
-11.249421727770789303  0.000000000000000000 0.000000000000000000
-11.239421727853837751  0.000000000000000000 0.000000000000000000
-11.229421727936887976  0.000000000000000000 0.000000000000000000
-11.219421728019936424  0.000000000000000000 0.000000000000000000
-11.209421728102984872  0.000000000000000000 0.000000000000000000
-11.199421728186033320  0.000000000000000000 0.000000000000000000
-11.189421728269083545  0.000000000000000000 0.000000000000000000
-11.179421728352131993  0.000000000000000000 0.000000000000000000
-11.169421728435180441  0.000000000000000000 0.000000000000000000
-11.159421728518230665  0.000000000000000000 0.000000000000000000
-11.149421728601279113  0.000000000000000000 0.000000000000000000
-11.139421728684327562  0.000000000000000000 0.000000000000000000
-11.129421728767376010  0.000000000000000000 0.000000000000000000
-11.119421728850426234  0.000000000000000000 0.000000000000000000
